generation_id,created_at,cost_total,cost_web_search,cost_cache,cost_file_processing,byok_usage_inference,tokens_prompt,tokens_completion,tokens_reasoning,tokens_cached,model_permaslug,provider_name,variant,cancelled,streamed,user,finish_reason_raw,finish_reason_normalized,generation_time_ms,time_to_first_token_ms,app_name,api_key_name
gen-1782493665-XTSmmlZ8Ckbb0l6k6G0K,2026-06-26 17:07:45.414,0.00111,,,,0,1681,90,0,0,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,stop,1871,1393,,menara-sunnah
gen-1782493663-ueUNHnYTQdkbPVfGeSUk,2026-06-26 17:07:43.411,0.00094,,,,0,1683,33,0,0,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,stop,1448,1173,,menara-sunnah
gen-1782493660-3vCjvqPG38oNRBV5fTxW,2026-06-26 17:07:40.530,0.001568,,,,0,1685,242,0,0,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,stop,2333,1006,,menara-sunnah
gen-1782493658-C9CkiUdTyRVUEx0O7q3E,2026-06-26 17:07:37.766,0.00131,,,,0,1679,157,0,0,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,stop,2212,1459,,menara-sunnah
gen-1782493655-rdvyo0bIz4sFa4ASQyee,2026-06-26 17:07:35.140,0.001286,,,,0,1690,147,0,0,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,stop,2074,1310,,menara-sunnah
gen-1782493653-VwoSyc3H66XkT74YvJTO,2026-06-26 17:07:32.876,0.001124,,,,0,1678,95,0,0,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,stop,1709,1254,,menara-sunnah
gen-1782493650-IJJYnK2pq3YGoMryX0Dz,2026-06-26 17:07:30.431,0.001124,,,,0,1678,95,0,0,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,stop,1882,1407,,menara-sunnah
gen-1782493647-2ChzUKQKqMuCYTSmpOZO,2026-06-26 17:07:27.259,0.001855,,,,0,1689,337,0,0,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,stop,2600,955,,menara-sunnah
gen-1782493644-Zz9aYAKY15rXIkL8ANYC,2026-06-26 17:07:24.557,0.001303,,,,0,1689,153,0,0,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,stop,2136,1405,,menara-sunnah
gen-1782493641-N29xgEYdQFTOvPA0NYr8,2026-06-26 17:07:21.723,0.001615,,,,0,1689,257,0,0,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,stop,2262,1154,,menara-sunnah
gen-1782493631-uVVz9NkIbEhyJR5RTYZd,2026-06-26 17:07:10.845,0.000864,,-0.000348,,0,1134,434,0,1088,z-ai/glm-4.7-20251222,DeepInfra,standard,false,true,,stop,stop,10509,605,finance-parse-eval,menara-sunnah
gen-1782493626-4NKIjdPjJsR9QPTnPXyx,2026-06-26 17:07:06.468,0.000457,,-0.000348,,0,1122,204,0,1088,z-ai/glm-4.7-20251222,DeepInfra,standard,false,true,,stop,stop,3828,540,finance-parse-eval,menara-sunnah
gen-1782493623-gm2ene8CqFtPVoopHZit,2026-06-26 17:07:02.789,0.000298,,-0.000348,,0,1114,115,0,1088,z-ai/glm-4.7-20251222,DeepInfra,standard,false,true,,stop,stop,3345,484,finance-parse-eval,menara-sunnah
gen-1782493621-f8iURXRDstn3FnV2tcJm,2026-06-26 17:07:01.088,0.000162,,-0.000348,,0,1114,37,0,1088,z-ai/glm-4.7-20251222,DeepInfra,standard,false,true,,stop,stop,1386,554,finance-parse-eval,menara-sunnah
gen-1782493616-ArKVfHCrjhVzQbJL7bt4,2026-06-26 17:06:56.346,0.000284,,-0.000348,,0,1110,108,0,1088,z-ai/glm-4.7-20251222,DeepInfra,standard,false,true,,stop,stop,4417,1710,finance-parse-eval,menara-sunnah
gen-1782493613-Hkgm55tqtg9wkmXLr2yb,2026-06-26 17:06:53.066,0.000313,,-0.000348,,0,1112,124,0,1088,z-ai/glm-4.7-20251222,DeepInfra,standard,false,true,,stop,stop,2693,528,finance-parse-eval,menara-sunnah
gen-1782493608-xUBB25pt6of3tomTWuYN,2026-06-26 17:06:48.632,0.000288,,-0.000348,,0,1120,108,0,1088,z-ai/glm-4.7-20251222,DeepInfra,standard,false,true,,stop,stop,4130,578,finance-parse-eval,menara-sunnah
gen-1782493605-ylkzZzSqNtLwFATO9ogN,2026-06-26 17:06:45.053,0.000286,,-0.000348,,0,1114,108,0,1088,z-ai/glm-4.7-20251222,DeepInfra,standard,false,true,,stop,stop,3263,492,finance-parse-eval,menara-sunnah
gen-1782493602-d8XpWb1pu2xWnU90ld25,2026-06-26 17:06:42.140,0.00033,,-0.000348,,0,1118,132,0,1088,z-ai/glm-4.7-20251222,DeepInfra,standard,false,true,,stop,stop,2566,445,finance-parse-eval,menara-sunnah
gen-1782493599-egJztWnBPPgfoddhIu1c,2026-06-26 17:06:38.972,0.000191,,-0.000348,,0,1121,52,0,1088,z-ai/glm-4.7-20251222,DeepInfra,standard,false,true,,stop,stop,2819,1826,finance-parse-eval,menara-sunnah
gen-1782493593-W6v1paclTdCrTWiUN8lI,2026-06-26 17:06:33.542,0.000421,,-0.000348,,0,1114,185,0,1088,z-ai/glm-4.7-20251222,DeepInfra,standard,false,true,,stop,stop,5069,959,finance-parse-eval,menara-sunnah
gen-1782493589-qREomwd3kCeOxMDUbbx7,2026-06-26 17:06:28.592,0.000415,,-0.000348,,0,1114,182,0,1088,z-ai/glm-4.7-20251222,DeepInfra,standard,false,true,,stop,stop,4314,492,finance-parse-eval,menara-sunnah
gen-1782493583-2xXNICtA6Co0Ogu1piKQ,2026-06-26 17:06:23.433,0.000465,,-0.000348,,0,1123,208,0,1088,z-ai/glm-4.7-20251222,DeepInfra,standard,false,true,,stop,stop,4740,1285,finance-parse-eval,menara-sunnah
gen-1782493576-4VJxyxmB1VIkbfsCynI1,2026-06-26 17:06:15.829,0.00058,,-0.000348,,0,1128,273,0,1088,z-ai/glm-4.7-20251222,DeepInfra,standard,false,true,,stop,stop,7270,425,finance-parse-eval,menara-sunnah
gen-1782493573-yI3GvtdM8fb3RhZiTzk3,2026-06-26 17:06:13.259,0.000287,,-0.000348,,0,1117,108,0,1088,z-ai/glm-4.7-20251222,DeepInfra,standard,false,true,,stop,stop,2221,468,finance-parse-eval,menara-sunnah
gen-1782493568-bCLB1QTVztIg2iXzMP0f,2026-06-26 17:06:08.684,0.000285,,-0.000348,,0,1120,106,0,1088,z-ai/glm-4.7-20251222,DeepInfra,standard,false,true,,stop,stop,4217,1576,finance-parse-eval,menara-sunnah
gen-1782493567-7cm5GG5vtjrGV9ohnHGz,2026-06-26 17:06:07.270,0.000182,,-0.000348,,0,1121,47,0,1088,z-ai/glm-4.7-20251222,DeepInfra,standard,false,true,,stop,stop,1035,436,finance-parse-eval,menara-sunnah
gen-1782493559-RT5vi4ul84ZSbdwMJBUT,2026-06-26 17:05:59.311,0.000463,,-0.000348,,0,1120,208,0,1088,z-ai/glm-4.7-20251222,DeepInfra,standard,false,true,,stop,stop,7632,474,finance-parse-eval,menara-sunnah
gen-1782493553-SAkorjvQRfOXtqSV9NLt,2026-06-26 17:05:53.241,0.000786,,-0.00002,,0,1112,207,0,64,z-ai/glm-4.7-20251222,DeepInfra,standard,false,true,,stop,stop,5738,512,finance-parse-eval,menara-sunnah
gen-1782493549-kF0V5ePUtoOLyOyydtW1,2026-06-26 17:05:48.991,0.000291,,-0.000348,,0,1126,108,0,1088,z-ai/glm-4.7-20251222,DeepInfra,standard,false,true,,stop,stop,3916,930,finance-parse-eval,menara-sunnah
gen-1782493545-1bXQs5yJS2USgi3R9jHz,2026-06-26 17:05:45.509,0.00029,,-0.000348,,0,1110,111,0,1088,z-ai/glm-4.7-20251222,DeepInfra,standard,false,true,,stop,stop,3103,436,finance-parse-eval,menara-sunnah
gen-1782493542-8t4qod3XjjjsqGq1OShn,2026-06-26 17:05:41.991,0.000288,,-0.000348,,0,1119,108,0,1088,z-ai/glm-4.7-20251222,DeepInfra,standard,false,true,,stop,stop,3157,856,finance-parse-eval,menara-sunnah
gen-1782493533-9DeWEEWRfqqTxrKj08F5,2026-06-26 17:05:33.685,0.000609,,-0.000348,,0,1122,291,0,1088,z-ai/glm-4.7-20251222,DeepInfra,standard,false,true,,stop,stop,7932,483,finance-parse-eval,menara-sunnah
gen-1782493523-mC10VY1RDarc8qZ3pS2G,2026-06-26 17:05:22.934,0.000431,,-0.000348,,0,1126,188,0,1088,z-ai/glm-4.7-20251222,DeepInfra,standard,false,true,,stop,stop,10421,582,finance-parse-eval,menara-sunnah
gen-1782493516-UdJJf9NG6HqCdrNehmmg,2026-06-26 17:05:16.019,0.000815,,-0.00002,,0,1122,221,0,64,z-ai/glm-4.7-20251222,DeepInfra,standard,false,true,,stop,stop,6580,495,finance-parse-eval,menara-sunnah
gen-1782493508-PtdjHRqzoFMox5632fJI,2026-06-26 17:05:07.879,0.001105,,-0.000565,,0,1198,433,0,1155,z-ai/glm-4.5,Z.AI,standard,false,true,,stop,stop,7737,2023,finance-parse-eval,menara-sunnah
gen-1782493503-VTsnoZctp6XFdmmWpjJF,2026-06-26 17:05:03.455,0.000609,,-0.000565,,0,1186,211,0,1155,z-ai/glm-4.5,Z.AI,standard,false,true,,stop,stop,3975,1959,finance-parse-eval,menara-sunnah
gen-1782493500-x2k82DhGUQehrqlrh2fV,2026-06-26 17:05:00.066,0.000401,,-0.000566,,0,1178,119,0,1157,z-ai/glm-4.5,Z.AI,standard,false,true,,stop,stop,3012,2524,finance-parse-eval,menara-sunnah
gen-1782493498-lgCI7sXgX3PBurcWhSWC,2026-06-26 17:04:58.666,0.000202,,-0.000565,,0,1178,28,0,1155,z-ai/glm-4.5,Z.AI,standard,false,true,,stop,stop,1070,1046,finance-parse-eval,menara-sunnah
gen-1782493496-yzPLm6BAvZVDNLZQYhMk,2026-06-26 17:04:55.896,0.000382,,-0.000566,,0,1174,111,0,1156,z-ai/glm-4.5,Z.AI,standard,false,true,,stop,stop,2443,1981,finance-parse-eval,menara-sunnah
gen-1782493491-80F5EprsyTqDHImHEesy,2026-06-26 17:04:51.340,0.000561,,-0.000566,,0,1176,192,0,1157,z-ai/glm-4.5,Z.AI,standard,false,true,,stop,stop,4199,2424,finance-parse-eval,menara-sunnah
gen-1782493488-VkBnd9ZBgdtf8FR26HXu,2026-06-26 17:04:48.656,0.000387,,-0.000566,,0,1184,111,0,1157,z-ai/glm-4.5,Z.AI,standard,false,true,,stop,stop,2376,1952,finance-parse-eval,menara-sunnah
gen-1782493486-qmAzB9SfpTkEuyUrbMix,2026-06-26 17:04:45.942,0.000385,,-0.000565,,0,1178,111,0,1155,z-ai/glm-4.5,Z.AI,standard,false,true,,stop,stop,2384,2057,finance-parse-eval,menara-sunnah
gen-1782493483-7TiXKhzZg7yfdVeyrfnx,2026-06-26 17:04:43.246,0.000382,,-0.000566,,0,1182,109,0,1157,z-ai/glm-4.5,Z.AI,standard,false,true,,stop,stop,2322,1955,finance-parse-eval,menara-sunnah
gen-1782493481-kPzAl9ZgnR7wshEQ9NN1,2026-06-26 17:04:41.560,0.000245,,-0.000566,,0,1185,46,0,1157,z-ai/glm-4.5,Z.AI,standard,false,true,,stop,stop,1333,1320,finance-parse-eval,menara-sunnah
gen-1782493477-IiVzsW2YcfUPyrfKZd9B,2026-06-26 17:04:37.045,0.000605,,-0.000565,,0,1178,211,0,1155,z-ai/glm-4.5,Z.AI,standard,false,true,,stop,stop,4129,1952,finance-parse-eval,menara-sunnah
gen-1782493473-eN6cPZWTEKda8ppWp6pw,2026-06-26 17:04:33.078,0.000546,,-0.000566,,0,1178,185,0,1157,z-ai/glm-4.5,Z.AI,standard,false,true,,stop,stop,3583,2001,finance-parse-eval,menara-sunnah
gen-1782493469-Ti14MPJpJ2e6lkmmcakh,2026-06-26 17:04:28.755,0.000605,,-0.000566,,0,1187,209,0,1157,z-ai/glm-4.5,Z.AI,standard,false,true,,stop,stop,3966,2016,finance-parse-eval,menara-sunnah
gen-1782493463-sWih00lIvIey6gaQMDHB,2026-06-26 17:04:23.336,0.000757,,-0.000566,,0,1192,277,0,1157,z-ai/glm-4.5,Z.AI,standard,false,true,,stop,stop,5074,1954,finance-parse-eval,menara-sunnah
gen-1782493460-H4vnIuyqAyGZxlwfkBud,2026-06-26 17:04:20.243,0.000388,,-0.000566,,0,1181,112,0,1157,z-ai/glm-4.5,Z.AI,standard,false,true,,stop,stop,2750,2321,finance-parse-eval,menara-sunnah
gen-1782493457-9B8q197cVtDZTf3u6kCx,2026-06-26 17:04:17.560,0.000385,,-0.000566,,0,1184,110,0,1157,z-ai/glm-4.5,Z.AI,standard,false,true,,stop,stop,2335,2024,finance-parse-eval,menara-sunnah
gen-1782493456-QJlc0q5Gv71QV3tDxAzJ,2026-06-26 17:04:15.814,0.000255,,-0.000565,,0,1185,50,0,1155,z-ai/glm-4.5,Z.AI,standard,false,true,,stop,stop,1437,1437,finance-parse-eval,menara-sunnah
gen-1782493452-YkWr6eg1qF5ilDxGEJYf,2026-06-26 17:04:11.735,0.000558,,-0.000565,,0,1184,188,0,1155,z-ai/glm-4.5,Z.AI,standard,false,true,,stop,stop,3699,1932,finance-parse-eval,menara-sunnah
gen-1782493447-7zlNwrBsoP7QaKGSTMDM,2026-06-26 17:04:06.870,0.000623,,-0.000565,,0,1176,220,0,1155,z-ai/glm-4.5,Z.AI,standard,false,true,,stop,stop,4504,2226,finance-parse-eval,menara-sunnah
gen-1782493444-WC5wZFf1kLJZKLG3e5ok,2026-06-26 17:04:04.182,0.000394,,-0.000565,,0,1190,112,0,1155,z-ai/glm-4.5,Z.AI,standard,false,true,,stop,stop,2314,1894,finance-parse-eval,menara-sunnah
gen-1782493441-RGKrekdKXP7YlWh728HF,2026-06-26 17:04:01.200,0.000421,,-0.000566,,0,1174,129,0,1156,z-ai/glm-4.5,Z.AI,standard,false,true,,stop,stop,2640,1888,finance-parse-eval,menara-sunnah
gen-1782493438-sLEXT0FxO4XpiYAnyXxC,2026-06-26 17:03:58.467,0.000394,,-0.000566,,0,1183,114,0,1156,z-ai/glm-4.5,Z.AI,standard,false,true,,stop,stop,2094,1946,finance-parse-eval,menara-sunnah
gen-1782493433-dFhs94EvQLcdyR75cCcv,2026-06-26 17:03:53.174,0.000735,,-0.000565,,0,1186,268,0,1155,z-ai/glm-4.5,Z.AI,standard,false,true,,stop,stop,4939,2028,finance-parse-eval,menara-sunnah
gen-1782493429-nyEt9bvxd6fNhWT6z8y9,2026-06-26 17:03:49.144,0.000569,,-0.000566,,0,1190,192,0,1157,z-ai/glm-4.5,Z.AI,standard,false,true,,stop,stop,3693,1924,finance-parse-eval,menara-sunnah
gen-1782493425-uS3XP9Nhy6dgu0vZEd9p,2026-06-26 17:03:44.810,0.000564,,-0.000566,,0,1186,191,0,1157,z-ai/glm-4.5,Z.AI,standard,false,true,,stop,stop,3970,2267,finance-parse-eval,menara-sunnah
gen-1782493422-lD3huJOasrTy6qsQPv3E,2026-06-26 17:03:42.099,0.001209,,,,0,1701,523,0,0,google/gemini-3.1-flash-lite-20260507,Google,standard,false,true,,STOP,stop,2147,840,,menara-sunnah
gen-1782493420-GFzQyeGlYmGRVqedZcBN,2026-06-26 17:03:40.122,0.000782,,,,0,1684,241,0,0,google/gemini-3.1-flash-lite-20260507,Google,standard,false,true,,STOP,stop,1412,832,,menara-sunnah
gen-1782493418-fghDWuD5LPgGnqD5Pa4H,2026-06-26 17:03:38.268,0.000644,,,,0,1679,150,0,0,google/gemini-3.1-flash-lite-20260507,Google,standard,false,true,,STOP,stop,1318,894,,menara-sunnah
gen-1782493416-uA1zLZIteeuxLXA7GDR2,2026-06-26 17:03:36.673,0.000497,,,,0,1679,52,0,0,google/gemini-3.1-flash-lite-20260507,Google,standard,false,true,,STOP,stop,1033,919,,menara-sunnah
gen-1782493415-mqqc421P473dVSRkScdV,2026-06-26 17:03:34.791,0.000643,,,,0,1672,150,0,0,google/gemini-3.1-flash-lite-20260507,Google,standard,false,true,,STOP,stop,1325,896,,menara-sunnah
gen-1782493413-hoHp1XMxfd2mqPLN6Zwo,2026-06-26 17:03:32.749,0.000768,,,,0,1676,233,0,0,google/gemini-3.1-flash-lite-20260507,Google,standard,false,true,,STOP,stop,1481,865,,menara-sunnah
gen-1782493411-BHcpGpjNFn34wq9LrgDd,2026-06-26 17:03:30.911,0.000633,,,,0,1687,141,0,0,google/gemini-3.1-flash-lite-20260507,Google,standard,false,true,,STOP,stop,1275,884,,menara-sunnah
gen-1782493409-EzuaMEMevmWcxJIyNh3U,2026-06-26 17:03:29.058,0.000636,,,,0,1676,145,0,0,google/gemini-3.1-flash-lite-20260507,Google,standard,false,true,,STOP,stop,1294,856,,menara-sunnah
gen-1782493407-zBfvU09cJ73jTpYYpKyK,2026-06-26 17:03:27.192,0.000651,,,,0,1686,153,0,0,google/gemini-3.1-flash-lite-20260507,Google,standard,false,true,,STOP,stop,1312,816,,menara-sunnah
gen-1782493405-80ThRir4s5MqRL8cZxVy,2026-06-26 17:03:25.594,0.000486,,,,0,1681,44,0,0,google/gemini-3.1-flash-lite-20260507,Google,standard,false,true,,STOP,stop,1045,836,,menara-sunnah
gen-1782493403-YEt2gPnL1sOOVpyx5T0Y,2026-06-26 17:03:23.546,0.000777,,,,0,1680,238,0,0,google/gemini-3.1-flash-lite-20260507,Google,standard,false,true,,STOP,stop,1476,953,,menara-sunnah
gen-1782493401-u3J4JDfzZmF31f17bMwz,2026-06-26 17:03:21.504,0.000762,,,,0,1688,227,0,0,google/gemini-3.1-flash-lite-20260507,Google,standard,false,true,,STOP,stop,1488,862,,menara-sunnah
gen-1782493399-ed5vU2wIOeffncicwsZn,2026-06-26 17:03:18.991,0.000789,,,,0,1688,245,0,0,google/gemini-3.1-flash-lite-20260507,Google,standard,false,true,,STOP,stop,1964,1363,,menara-sunnah
gen-1782493396-JnInz5HOakb0Kj9UoF8b,2026-06-26 17:03:16.600,0.000942,,,,0,1693,346,0,0,google/gemini-3.1-flash-lite-20260507,Google,standard,false,true,,STOP,stop,1684,907,,menara-sunnah
gen-1782493395-jnmAfbB0wQ0Uiara4TMW,2026-06-26 17:03:14.774,0.000653,,,,0,1683,155,0,0,google/gemini-3.1-flash-lite-20260507,Google,standard,false,true,,STOP,stop,1287,825,,menara-sunnah
gen-1782493393-p2eFno0fW6txtgpXiZFt,2026-06-26 17:03:12.761,0.000631,,,,0,1681,141,0,0,google/gemini-3.1-flash-lite-20260507,Google,standard,false,true,,STOP,stop,1435,1049,,menara-sunnah
gen-1782493391-8KiuaapY21K2IJJ8GsKr,2026-06-26 17:03:10.992,0.000476,,,,0,1683,37,0,0,google/gemini-3.1-flash-lite-20260507,Google,standard,false,true,,STOP,stop,1214,1126,,menara-sunnah
gen-1782493389-3O7pn1Sjt8VCqJA5yGwD,2026-06-26 17:03:08.984,0.000794,,,,0,1685,249,0,0,google/gemini-3.1-flash-lite-20260507,Google,standard,false,true,,STOP,stop,1444,789,,menara-sunnah
gen-1782493387-s6aWQLnShufxyXppFzoT,2026-06-26 17:03:06.970,0.000793,,,,0,1679,249,0,0,google/gemini-3.1-flash-lite-20260507,Google,standard,false,true,,STOP,stop,1457,1228,,menara-sunnah
gen-1782493385-4XgA06EKswThZQ1M7EyZ,2026-06-26 17:03:05.235,0.00064,,,,0,1690,145,0,0,google/gemini-3.1-flash-lite-20260507,Google,standard,false,true,,STOP,stop,1162,757,,menara-sunnah
gen-1782493383-ZJ0BZd4VLEw7HNfCtW83,2026-06-26 17:03:03.350,0.000643,,,,0,1678,149,0,0,google/gemini-3.1-flash-lite-20260507,Google,standard,false,true,,STOP,stop,1303,937,,menara-sunnah
gen-1782493381-t9akEfyogU23DfyEKcdL,2026-06-26 17:03:01.501,0.000643,,,,0,1678,149,0,0,google/gemini-3.1-flash-lite-20260507,Google,standard,false,true,,STOP,stop,1303,819,,menara-sunnah
gen-1782493379-mVVWyZMiPQaPA8MBkCIt,2026-06-26 17:02:59.201,0.000921,,,,0,1689,333,0,0,google/gemini-3.1-flash-lite-20260507,Google,standard,false,true,,STOP,stop,1735,943,,menara-sunnah
gen-1782493377-1JRdbv7FBeS6c3ORLRHs,2026-06-26 17:02:56.964,0.000797,,,,0,1689,250,0,0,google/gemini-3.1-flash-lite-20260507,Google,standard,false,true,,STOP,stop,1684,927,,menara-sunnah
gen-1782493374-s41R7MTbE34fVfwKSFso,2026-06-26 17:02:54.694,0.000798,,,,0,1689,251,0,0,google/gemini-3.1-flash-lite-20260507,Google,standard,false,true,,STOP,stop,1682,1064,,menara-sunnah
gen-1782493363-etgKv5Z9ykXfDFnt55nD,2026-06-26 17:02:43.230,0.000292,,-0.000033,,0,1169,531,0,1120,google/gemma-4-31b-it-20260402,WandB,standard,false,true,,stop,stop,11034,271,,menara-sunnah
gen-1782493358-pI5JubaXLbBhQeOAQOVO,2026-06-26 17:02:37.985,0.000188,,-0.000033,,0,1152,239,0,1120,google/gemma-4-31b-it-20260402,WandB,standard,false,true,,stop,stop,4803,277,,menara-sunnah
gen-1782493354-wrRcHW9yNIgUcqZFLcX2,2026-06-26 17:02:34.385,0.000194,,,,0,1147,157,0,0,google/gemma-4-31b-it-20260402,Venice,standard,false,true,,stop,stop,2995,797,,menara-sunnah
gen-1782493351-JSZuP6GHYUF1zb8Pxk92,2026-06-26 17:02:31.042,0.000117,,-0.000033,,0,1147,36,0,1120,google/gemma-4-31b-it-20260402,Venice,standard,false,true,,stop,stop,3032,590,,menara-sunnah
gen-1782493346-pEmlnkIAVH7WdQcPD5k8,2026-06-26 17:02:26.668,0.000157,,-0.000033,,0,1140,150,0,1120,google/gemma-4-31b-it-20260402,Venice,standard,false,true,,stop,stop,4023,527,,menara-sunnah
gen-1782493341-oiNLwR1NSk2QpQBLLcZT,2026-06-26 17:02:21.540,0.000186,,-0.000033,,0,1144,238,0,1120,google/gemma-4-31b-it-20260402,WandB,standard,false,true,,stop,stop,4665,254,,menara-sunnah
gen-1782493338-Om2PJEmAZ2dahFSB69IR,2026-06-26 17:02:18.310,0.000154,,-0.000033,,0,1155,140,0,1120,google/gemma-4-31b-it-20260402,WandB,standard,false,true,,stop,stop,2768,279,,menara-sunnah
gen-1782493335-XOgIxonXJw0zSLrXT3Kh,2026-06-26 17:02:15.056,0.000154,,-0.000033,,0,1144,145,0,1120,google/gemma-4-31b-it-20260402,WandB,standard,false,true,,stop,stop,2822,252,,menara-sunnah
gen-1782493331-DSdykRESQoBiO97UZzKh,2026-06-26 17:02:11.695,0.000189,,,,0,1154,146,0,0,google/gemma-4-31b-it-20260402,WandB,standard,false,true,,stop,stop,2909,320,,menara-sunnah
gen-1782493330-cmyfB7oyp6meXhYHxBoH,2026-06-26 17:02:09.970,0.000122,,-0.000033,,0,1149,51,0,1120,google/gemma-4-31b-it-20260402,Venice,standard,false,true,,stop,stop,1373,697,,menara-sunnah
gen-1782493325-6or9dNtXFrbvTU0SaCej,2026-06-26 17:02:04.737,0.000188,,-0.000033,,0,1148,241,0,1120,google/gemma-4-31b-it-20260402,WandB,standard,false,true,,stop,stop,4762,266,,menara-sunnah
gen-1782493319-znS9SsqrrKFKJLp2vBj7,2026-06-26 17:01:59.423,0.000224,,,,0,1156,244,0,0,google/gemma-4-31b-it-20260402,WandB,standard,false,true,,stop,stop,4852,313,,menara-sunnah
gen-1782493310-IJOfgx39UhOkIPbL317M,2026-06-26 17:01:50.419,0.000229,,,,0,1156,251,0,0,google/gemma-4-31b-it-20260402,Venice,standard,false,true,,stop,stop,8345,2141,,menara-sunnah
gen-1782493285-pNc9onUZVDMAAunumg6q,2026-06-26 17:01:25.191,0.000274,,,,0,1109,344,0,0,google/gemma-4-31b-it-20260402,DeepInfra,standard,false,true,,stop,stop,13286,767,,menara-sunnah
gen-1782493277-V1DBuj69OWKub9p7NfmQ,2026-06-26 17:01:17.374,0.000186,,0,,0,1099,147,0,4,google/gemma-4-31b-it-20260402,Chutes,standard,false,true,,stop,stop,7498,1088,,menara-sunnah
gen-1782493273-Cse7FPLnv18TV2g5bdUs,2026-06-26 17:01:13.704,0.000156,,-0.000033,,0,1149,144,0,1120,google/gemma-4-31b-it-20260402,Venice,standard,false,true,,stop,stop,3015,572,,menara-sunnah
gen-1782493272-Hq2YXPx2ln4L4B8B81nS,2026-06-26 17:01:11.856,0.000152,,,,0,1151,41,0,0,google/gemma-4-31b-it-20260402,Venice,standard,false,true,,stop,stop,1307,624,,menara-sunnah
gen-1782493257-pcPiJGHuIrdKvMhttFZe,2026-06-26 17:00:56.762,0.000223,,0,,0,1101,247,0,4,google/gemma-4-31b-it-20260402,Chutes,standard,false,true,,stop,stop,14763,1949,,menara-sunnah
gen-1782493250-usGEdefVlFVCOCOl5uLK,2026-06-26 17:00:50.727,0.000227,,,,0,1147,250,0,0,google/gemma-4-31b-it-20260402,Venice,standard,false,true,,stop,stop,5307,877,,menara-sunnah
gen-1782493247-bNarlcVPSMHYpcHd2KlY,2026-06-26 17:00:47.077,0.00019,,,,0,1158,148,0,0,google/gemma-4-31b-it-20260402,WandB,standard,false,true,,stop,stop,3202,330,,menara-sunnah
gen-1782493238-QfOFuCiEcZ4kibXF95Ea,2026-06-26 17:00:38.416,0.00026,,,,0,1146,350,0,0,google/gemma-4-31b-it-20260402,WandB,standard,false,true,,stop,stop,8187,314,,menara-sunnah
gen-1782493224-13W9xXTyM6zKpgVTgirb,2026-06-26 17:00:24.662,0.000187,,0,,0,1094,152,0,4,google/gemma-4-31b-it-20260402,Chutes,standard,false,true,,stop,stop,13152,6556,,menara-sunnah
gen-1782493214-kMOVM0NEHUSYcxt6HOh2,2026-06-26 17:00:14.401,0.000264,,,,0,1157,348,0,0,google/gemma-4-31b-it-20260402,Venice,standard,false,true,,stop,stop,9563,2015,,menara-sunnah
gen-1782493209-lbS8Amf91CpjCNfLJ3is,2026-06-26 17:00:09.363,0.000224,,,,0,1157,245,0,0,google/gemma-4-31b-it-20260402,WandB,standard,false,true,,stop,stop,4744,229,,menara-sunnah
gen-1782493204-54S0Vtyy1nki6dY0IFyu,2026-06-26 17:00:04.039,0.000222,,,,0,1157,238,0,0,google/gemma-4-31b-it-20260402,WandB,standard,false,true,,stop,stop,4464,325,,menara-sunnah
gen-1782492385-hpvVCVsi16Wr8T0UMr5f,2026-06-26 16:46:24.553,0.01135,,,,0,3979,598,0,0,google/gemini-3.5-flash-20260519,Google,standard,false,true,,STOP,stop,6503,2381,,menara-sunnah-staging
gen-1782492050-RdzohqDgE2yZF0c5k2WJ,2026-06-26 16:40:50.113,0.000228,,-0.000033,,0,1161,351,0,1120,google/gemma-4-31b-it-20260402,WandB,standard,false,true,,stop,stop,6710,659,,menara-sunnah
gen-1782492045-0UG57ZPMYnLGNYIakJdb,2026-06-26 16:40:45.325,0.000192,,,,0,1153,150,0,0,google/gemma-4-31b-it-20260402,Venice,standard,false,true,,stop,stop,4363,1398,,menara-sunnah
gen-1782492039-wQrSeCLZ9LOwGMmwoR1q,2026-06-26 16:40:39.633,0.000156,,-0.000033,,0,1150,144,0,1120,google/gemma-4-31b-it-20260402,Venice,standard,false,true,,stop,stop,5192,851,,menara-sunnah
gen-1782492038-eZxGkGvPbkjaBhURI3Au,2026-06-26 16:40:38.051,0.000154,,,,0,1145,48,0,0,google/gemma-4-31b-it-20260402,WandB,standard,false,true,,stop,stop,1211,323,,menara-sunnah
gen-1782492032-qAoacVXcxK6Cd8NKfQPb,2026-06-26 16:40:32.133,0.000198,,-0.000033,,0,1157,258,0,1120,google/gemma-4-31b-it-20260402,Venice,standard,false,true,,stop,stop,5357,619,,menara-sunnah
